659,694,564,611,599,INGENIERIA - UC
589,662,651,619,744,PERIODISMO - DIRECCION AUDIOVISUAL - PUBLICIDAD - UC
624,563,0,669,599,INGENIERÍA COMERCIAL - UAI
459,622,0,631,476,|||PEDAGOGIA EN HISTORIA Y GEOGRAFIA - UPA|
448,594,0,573,496,PSICOLOGIA - UTA
539,465,483,0,496,KINESIOLOGÍA - UMAYO
627,589,0,531,620,DISEÑO CON MENCIONES - UDP
539,531,461,397,538,INGENIERIA EN  CONSTRUCCION - ULS
640,563,667,0,744,MEDICINA - UTAL
685,655,596,0,599,INGENIERIA CIVIL MECANICA - UTFSM
592,600,568,564,496,TECNOLOGO EN ALIMENTOS - USACH
561,579,596,0,496,KINESIOLOGÍA - UMAYO
606,616,0,701,784,SOCIOLOGIA - UDEC
617,594,642,0,538,ENFERMERÍA - UMAYO
702,655,681,0,805,MEDICINA - UCSC
603,635,0,594,517,|||PEDAGOGIA EN CASTELLANO - UPA|
557,483,586,0,393,TECNOLOGÍA MÉDICA - UMAYO
609,616,561,615,723,INGENIERIA EN RECURSOS NATURALES RENOVABLES - UCH
651,678,723,0,764,MEDICINA - UDP
630,594,532,0,702,GEOLOGIA - UDEC
651,662,579,615,682,PSICOLOGIA - UC
603,448,514,0,496,PSICOPEDAGOGÍA - UMAYO
565,563,564,0,579,OBSTETRICIA Y PUERICULTURA - UMAYO
609,453,532,551,517,INGENIERIA CIIVIL MECANICA - UFRO
485,670,0,640,579,DERECHO - UNAB
576,413,461,0,579,ENFERMERIA - UBB
624,662,608,0,661,INGENIERIA EN BIOTECNOLOGIA - USACH
581,622,614,0,579,ENFERMERÍA - UNAB
617,531,596,0,476,INGENIERIA CIVIL EN TELECOMUNICACIONES - UDEC
589,542,596,0,455,LICENCIATURA EN QUÍMICA - UNAB
651,641,700,0,579,ENFERMERIA - UFRO
459,552,0,504,517,PSICOLOGÍA - UDD
746,662,658,0,599,BACHILLERATO - INGRESO COMUN - UCH
592,488,557,0,496,INGENIERÍA CIVIL EN OBRAS CIVILES - UDD
651,655,646,0,621,INGENIERIA CIVIL INFORMATICA - UTFSM
506,548,0,516,496,PEDAGOGÍA EN INGLÉS - UNAB
592,427,483,0,579,INGENIERIA DE EJECUCION MECANICA - ULS
576,616,583,0,437,INGENIERIA CIVIL DE MINAS - UTAL
691,670,631,0,661,INGENIERIA CIVIL ELECTRONICA - UDEC
757,670,611,586,723,INGENIERIA CIVIL - UTFSM
630,655,628,0,702,|||MEDICINA - UCH|
729,670,658,0,744,INGENIERIA - UC
668,670,646,0,744,BIOQUIMICA - UC
573,510,538,0,620,ING. DE EJEC. EN ELECTRICIDAD - USACH
548,440,431,408,517,BACHILLERATO EN CIENCIAS - UNAB
606,527,646,0,517,ODONTOLOGÍA - UNAB
627,670,0,730,661,DERECHO - UDEC
617,579,0,560,599,INGENIERIA COMERCIAL (CONCEPCION) - UDEC
506,605,0,611,496,DERECHO - UTAL
569,662,0,659,764,DERECHO - UV
561,494,538,0,538,BIOLOGIA MARINA - UV
493,594,542,0,560,ENFERMERIA - UTAL
539,616,0,649,703,PEDAGOGIA EN INGLES - UNAP
518,433,473,397,455,EDUCACIÓN FÍSICA - UNAB
529,605,0,645,620,|||LIC EN ED C/M EN HIST. O  GEO Y PED EN HIST - UMCE|
581,573,0,663,558,TRABAJO SOCIAL - UV
651,628,0,663,579,DISEÑO - UC
644,600,646,0,558,MATEMATICA / ESTADISTICA - UC
552,568,0,531,414,TECNICO UNIVERSITARIO EN PROYECTOS DE INGENIERIA - UTFSM
630,594,0,521,661,INGENIERÍA COMERCIAL - UAI
448,558,319,0,682,KINESIOLOGIA - UNAP
613,715,623,627,744,|||ANTROPOLOGIA SOCIAL O FISICA - ARQUEOLOGIA - UCH|
565,521,557,0,642,ENFERMERIA - UTAL
524,600,564,578,579,PSICOLOGÍA - UMAYO
672,780,0,695,661,PSICOLOGIA - UC
573,747,0,615,519,ARQUITECTURA - UBB
448,537,431,0,561,TECNICO UNIVERSITARIO EN MECANICA INDUSTRIAL - UTFSM
637,589,561,0,620,INGENIERIA CIVIL - UTFSM
518,563,0,636,393,SOCIOLOGÍA - UDP
708,600,670,0,517,CONSTRUCCION CIVIL - UC
722,563,557,0,599,PEDAGOGIA EN MATEMATICAS Y/O LICENCIATURA EN MATEMATICAS - PUCV
535,583,542,0,621,ODONTOLOGIA - ULS
524,510,483,516,641,NUTRICIÓN Y DIETÉTICA - UMAYO
408,506,483,471,682,ENFERMERIA (LOS ANGELES) - UDEC
543,405,0,537,560,INGENIERÍA COMERCIAL - UMAYO
609,622,568,0,641,ING. CIVIL EN OBRAS CIVILES - USACH
529,589,0,603,702,INGENIERIA EN AGRONEGOCIOS - USACH
327,427,0,526,417,SOCIOLOGÍA - UNAB
589,537,579,0,538,ENFERMERIA - ULS
539,568,532,485,599,ENFERMERÍA - UFT
524,542,527,0,599,KINESIOLOGIA - UTAL
506,611,499,582,455,PERIODISMO - ULS
499,506,0,479,373,PEDAGOGIA EN EDUCACION BASICA - UCSC
659,594,507,0,599,ING. DE EJEC. EN INDUSTRIA - USACH
513,531,532,0,455,ODONTOLOGIA. LICENCIADO  EN CIENCIAS ODONTOLOGICAS - UANT
535,583,608,573,538,ENFERMERÍA - UNAB
539,635,0,546,517,DERECHO - UCT
613,563,572,0,496,INGENIERIA DE EJECUCION EN MINAS - ULS
617,563,431,586,435,INGENIERIA COMERCIAL (CHILLAN) - UDEC
624,715,0,631,579,DERECHO - UC
600,647,575,0,517,INGENIERÍA FORESTAL - UMAYO
624,537,637,0,579,INGENIERIA CIVIL DE MINAS - UDEC
485,552,0,541,476,TRABAJO SOCIAL - UTEM
581,563,0,573,580,|||INGENIERIA COMERCIAL - UACH|
422,516,0,556,501,PEDAGOGIA EN HISTORIA Y GEOGRAFIA - UTA
477,516,542,0,580,KINESIOLOGIA - UCM
485,563,492,0,380,|||KINESIOLOGIA - UACH|
535,472,596,0,641,OBSTETRICIA Y PUERICULTURA - UDEC
565,736,0,649,579,PSICOLOGIA - PUCV
506,521,561,0,620,OBSTETRICIA Y PUERICULTURA - UMAYO
606,548,593,0,476,ENFERMERÍA - UDP
738,762,649,0,764,MEDICINA - UDEC
651,616,684,0,723,|||ENFERMERIA - UCH|
627,494,608,492,519,LIC EN EDUC. EN FISICA Y PED EN FISICA   (PLAN MENCIONES) - UMCE
573,494,572,408,599,EDUCACION BASICA (LOS ANGELES) - UDEC
569,583,640,0,702,|||BIOLOGIA - UCH|
459,494,483,526,682,ING. DE EJEC. EN MINAS - USACH
609,685,642,0,641,|||INGENIERIA COMERCIAL - UCH|
493,510,0,492,579,FONOAUDIOLOGÍA - UNAB
576,465,499,492,496,INGENIERÍA CIVIL ELÉCTRICA - UCSC
485,583,507,0,455,CIENCIA POLÍTICA Y POLÍTICAS PÚBLICAS - UDD
543,537,0,464,499,INGENIERIA COMERCIAL - UCN
757,635,626,0,620,ODONTOLOGIA - UV
576,477,532,0,682,ING. CIVIL EN QUIMICA - USACH
648,594,649,0,682,TECNOLOGIA MEDICA - UDEC
581,605,0,659,599,GEOGRAFIA - UC
569,600,0,653,538,|||LIC EN ED C/M EN HIST. O  GEO Y PED EN HIST - UMCE|
702,600,762,0,723,|||INGENIERIA Y CIENCIAS - UCH|
606,563,564,0,599,ENFERMERÍA - UNAB
408,527,347,0,620,TERAPIA OCUPACIONAL - UNAB
634,635,0,485,538,CONTADOR AUDITOR - CONTADOR PUBLICO - UCN
613,573,0,653,558,INGENIERÍA COMERCIAL - UFT
576,521,611,0,476,|||GEOLOGÍA - UACH|
548,563,572,0,599,ENFERMERÍA - UNAB
552,420,483,0,641,ENFERMERIA (CHILLAN) - UDEC
552,552,461,516,560,|||INGENIERÍA EJECUCIÓN INDUSTRIAL - UCSC|
506,516,0,582,437,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL CON MENCIÓN EN DEFICIENCIA MENTAL Y - UMAYO
543,589,0,464,437,|||PEDAGOGIA EN ARTES PLASTICAS - UPA|
609,605,579,0,641,KINESIOLOGIA - UDEC
702,573,681,0,702,ODONTOLOGÍA - UMAYO
459,483,414,0,519,TERAPIA OCUPACIONAL - UNAB
493,542,0,659,393,PSICOLOGÍA - UDD
529,527,473,0,455,OBSTETRICIA Y PUERICULTURA. LICENCIADO EN OBSTETRICIA Y PUERICULTURA - UANT
552,501,431,0,460,NUTRICION Y DIETETICA - UDEC
548,488,414,516,478,AUDITORIA - UV
757,647,564,607,723,|||INGENIERIA COMERCIAL - UCH|
656,670,0,730,599,PSICOLOGÍA - UDP
634,600,608,645,661,INGENIERIA CIVIL QUIMICA - PUCV
552,453,532,0,496,|||QUIMICA Y FARMACIA - UACH|
648,725,692,0,599,MEDICINA - UDEC
620,605,564,757,599,DERECHO - UFRO
524,453,0,521,517,TRABAJO SOCIAL - UNAB
499,460,414,0,458,INGENIERÍA EN SEGURIDAD Y PREVENCIÓN DE RIESGOS - UNAB
584,600,628,0,702,ENFERMERIA CON CERTIFICADO ACADÉMICO EN: - UC
576,552,561,0,599,ENFERMERÍA - UFT
569,579,542,537,641,ENFERMERIA (CHILLAN) - UDEC
722,824,837,0,723,|||MEDICINA - UCH|
581,516,483,0,601,|||INGENIERIA CIVIL ELECTRONICA - UACH|
561,589,542,531,682,|||EDUCACION ESPECIAL - UCM|
565,506,483,0,620,ARQUITECTURA - UDD
576,704,0,770,517,DERECHO - UDP
584,579,492,582,435,INGENIERIA ELECTRICA - PUCV
513,563,0,516,455,ENFERMERÍA - UMAYO
